"LAT","LON","ship_type","SHIPNAME","DATETIME","DIFFERENCE","ID","ship_type_and_name","DISTANCE","TIME","TYPE"
54.69707,18.67603,"Pleasure","ANNA MARIA",2016-12-17 09:01:08,113,139151,"Pleasure ANNA MARIA",7.41334354080126,118,"arrival"
57.64877,11.8201,"Pleasure","ANNABELLA",2016-12-17 11:09:08,117,143610,"Pleasure ANNABELLA",NA,NA,"departure"
57.63703,11.81757,"Pleasure","ANNABELLA",2016-12-17 11:07:08,117,143611,"Pleasure ANNABELLA",1315.55445858423,120,"arrival"
57.662,11.84525,"Pleasure","AQUILA",2016-12-14 10:09:05,121,150659,"Pleasure AQUILA",NA,NA,"departure"
57.60107,11.79426,"Pleasure","AQUILA",2016-12-14 02:29:05,27600,150660,"Pleasure AQUILA",7432.3173136305,27600,"arrival"
54.79725,18.4143,"Pleasure","ARKUN",2016-12-17 23:33:06,121,174330,"Pleasure ARKUN",NA,NA,"departure"
54.79666,18.42704,"Pleasure","ARKUN",2016-12-17 23:31:07,119,174331,"Pleasure ARKUN",820.197720943607,119,"arrival"
54.36329,18.65778,"Pleasure","ATHENA",2016-12-17 15:55:02,120,190107,"Pleasure ATHENA",NA,NA,"departure"
54.36343,18.65776,"Pleasure","ATHENA",2016-12-17 15:53:02,120,190108,"Pleasure ATHENA",15.6386211348151,120,"arrival"
57.68675,11.88772,"Pleasure","ATLANTICA",2016-12-16 23:45:08,118,204817,"Pleasure ATLANTICA",NA,NA,"departure"
57.68664,11.88775,"Pleasure","ATLANTICA",2016-12-16 23:43:07,118,204818,"Pleasure ATLANTICA",12.3745862422565,121,"arrival"
54.95827,20.36507,"Pleasure","BARRAKUDA",2016-12-17 08:51:02,120,255714,"Pleasure BARRAKUDA",NA,NA,"departure"
54.96674,20.2634,"Pleasure","BARRAKUDA",2016-12-17 02:43:02,22080,255715,"Pleasure BARRAKUDA",6565.77207513441,22080,"arrival"
57.71135,11.94941,"Pleasure","BLUE ADVENTURE",2016-12-16 02:51:08,117,294848,"Pleasure BLUE ADVENTURE",NA,NA,"departure"
57.7111,11.9493,"Pleasure","BLUE ADVENTURE",2016-12-16 02:49:08,118,294849,"Pleasure BLUE ADVENTURE",28.5882673066286,120,"arrival"
55.70467,21.12292,"Pleasure","BRABANDER",2016-12-20 09:09:14,112,339296,"Pleasure BRABANDER",NA,NA,"departure"
55.70465,21.12301,"Pleasure","BRABANDER",2016-12-20 09:07:06,128,339297,"Pleasure BRABANDER",6.06832724064098,128,"arrival"
54.4498,18.43688,"Pleasure","CARUZZI",2016-12-13 12:19:07,121,376809,"Pleasure CARUZZI",NA,NA,"departure"
54.45473,18.44323,"Pleasure","CARUZZI",2016-12-13 12:17:07,120,376810,"Pleasure CARUZZI",685.623800222935,120,"arrival"
57.67095,11.84949,"Pleasure","CELESTE OF SOLENT",2016-12-15 00:17:08,117,385221,"Pleasure CELESTE OF SOLENT",NA,NA,"departure"
57.67101,11.84939,"Pleasure","CELESTE OF SOLENT",2016-12-15 00:15:08,117,385222,"Pleasure CELESTE OF SOLENT",8.94713797537697,120,"arrival"
54.78913,18.59412,"Pleasure","CHA-10",2016-12-17 04:29:08,119,391190,"Pleasure CHA-10",NA,NA,"departure"
54.79719,18.42195,"Pleasure","CHA-10",2016-12-16 12:45:08,56640,391191,"Pleasure CHA-10",11086.0653329653,56640,"arrival"
57.69837,11.78723,"Pleasure","CHESS ARCONA400",2016-12-17 23:47:06,119,399486,"Pleasure CHESS ARCONA400",NA,NA,"departure"
57.69859,11.7873,"Pleasure","CHESS ARCONA400",2016-12-17 23:45:05,121,399487,"Pleasure CHESS ARCONA400",24.8417684286925,121,"arrival"
57.74983,11.65435,"Pleasure","DAISY",2016-12-14 00:43:05,120,425269,"Pleasure DAISY",NA,NA,"departure"
57.74995,11.65436,"Pleasure","DAISY",2016-12-14 00:41:05,120,425270,"Pleasure DAISY",13.3715397897313,120,"arrival"
54.51931,18.5586,"Pleasure","DAR MLODZIEZY",2016-12-13 17:37:08,119,437403,"Pleasure DAR MLODZIEZY",NA,NA,"departure"
54.51921,18.55857,"Pleasure","DAR MLODZIEZY",2016-12-13 17:35:06,122,437404,"Pleasure DAR MLODZIEZY",11.2994538140799,122,"arrival"
57.60165,11.79117,"Pleasure","DT SUPPLY",2016-12-14 17:51:05,121,475838,"Pleasure DT SUPPLY",NA,NA,"departure"
57.62814,11.81317,"Pleasure","DT SUPPLY",2016-12-14 13:31:05,15600,475839,"Pleasure DT SUPPLY",3227.4353246395,15600,"arrival"
57.60266,11.91622,"Pleasure","EAGLE",2016-12-16 08:57:09,117,486401,"Pleasure EAGLE",NA,NA,"departure"
57.60223,11.91666,"Pleasure","EAGLE",2016-12-16 08:55:08,118,486402,"Pleasure EAGLE",54.5893677704535,121,"arrival"
57.70778,11.6594,"Pleasure","EBBA HARD",2016-12-20 00:01:05,120,486691,"Pleasure EBBA HARD",NA,NA,"departure"
57.70789,11.65943,"Pleasure","EBBA HARD",2016-12-19 23:59:05,120,486692,"Pleasure EBBA HARD",12.3744360381034,120,"arrival"
57.72092,11.98135,"Pleasure","EMM XXIII M23",2016-12-16 23:19:08,117,517349,"Pleasure EMM XXIII M23",NA,NA,"departure"
57.72108,11.98115,"Pleasure","EMM XXIII M23",2016-12-16 23:17:08,117,517350,"Pleasure EMM XXIII M23",21.4150625724681,120,"arrival"
54.39977,18.6807,"Pleasure","EUPHORIA",2016-12-14 10:51:01,121,532692,"Pleasure EUPHORIA",NA,NA,"departure"
54.38993,18.6696,"Pleasure","EUPHORIA",2016-12-14 10:47:02,239,532693,"Pleasure EUPHORIA",1310.4904976756,239,"arrival"
54.35801,18.77933,"Pleasure","FILIPPO",2016-12-19 08:35:02,120,548698,"Pleasure FILIPPO",NA,NA,"departure"
54.35782,18.77942,"Pleasure","FILIPPO",2016-12-19 08:33:02,120,548699,"Pleasure FILIPPO",21.9416498431928,120,"arrival"
59.90985,30.26317,"Pleasure","FITTER WORKSHOP",2016-12-16 02:57:05,118,556140,"Pleasure FITTER WORKSHOP",NA,NA,"departure"
59.90968,30.26281,"Pleasure","FITTER WORKSHOP",2016-12-16 02:55:04,120,556141,"Pleasure FITTER WORKSHOP",27.601155827005,121,"arrival"
57.60022,11.79387,"Pleasure","FLORO/HAMBURGSUND",2016-12-18 12:05:05,121,570839,"Pleasure FLORO/HAMBURGSUND",NA,NA,"departure"
57.60063,11.79214,"Pleasure","FLORO/HAMBURGSUND",2016-12-18 12:03:05,120,570840,"Pleasure FLORO/HAMBURGSUND",112.832751196138,120,"arrival"
57.66349,11.94331,"Pleasure","FURUNO SVERIGE AB",2016-12-16 10:01:08,118,613081,"Pleasure FURUNO SVERIGE AB",NA,NA,"departure"
57.66339,11.94319,"Pleasure","FURUNO SVERIGE AB",2016-12-16 09:59:08,117,613082,"Pleasure FURUNO SVERIGE AB",13.2278145074777,120,"arrival"
57.70065,11.788,"Pleasure","GISELE",2016-12-17 12:29:05,120,664733,"Pleasure GISELE",NA,NA,"departure"
57.70028,11.78831,"Pleasure","GISELE",2016-12-17 12:27:06,119,664734,"Pleasure GISELE",45.1275214446846,119,"arrival"
57.71063,11.95077,"Pleasure","GREAT ESCAPE",2016-12-15 21:05:08,118,700514,"Pleasure GREAT ESCAPE",NA,NA,"departure"
57.71067,11.95075,"Pleasure","GREAT ESCAPE",2016-12-15 21:03:08,118,700515,"Pleasure GREAT ESCAPE",4.60887672857403,120,"arrival"
57.70541,11.65817,"Pleasure","HIFLYER",2016-12-14 17:01:06,119,764133,"Pleasure HIFLYER",NA,NA,"departure"
57.70553,11.65819,"Pleasure","HIFLYER",2016-12-14 16:59:05,121,764134,"Pleasure HIFLYER",13.411193871914,121,"arrival"
54.5175,18.55403,"Pleasure","HYDROMET",2016-12-15 12:07:08,120,773408,"Pleasure HYDROMET",NA,NA,"departure"
54.51751,18.55404,"Pleasure","HYDROMET",2016-12-15 12:05:08,120,773409,"Pleasure HYDROMET",1.28713787809816,120,"arrival"
57.66204,11.84554,"Pleasure","ISADORA",2016-12-17 16:27:08,119,800581,"Pleasure ISADORA",NA,NA,"departure"
57.62461,11.8032,"Pleasure","ISADORA",2016-12-17 16:25:08,117,800582,"Pleasure ISADORA",4870.75165609069,120,"arrival"
57.61923,11.92581,"Pleasure","JEWEL",2016-12-15 03:03:07,118,839284,"Pleasure JEWEL",NA,NA,"departure"
57.61911,11.92572,"Pleasure","JEWEL",2016-12-15 03:01:08,117,839285,"Pleasure JEWEL",14.3956126041931,119,"arrival"
54.69189,20.24599,"Pleasure","JOKER",2016-12-15 10:35:03,120,844903,"Pleasure JOKER",NA,NA,"departure"
54.69193,20.24598,"Pleasure","JOKER",2016-12-15 10:33:02,121,844904,"Pleasure JOKER",4.49902271893384,121,"arrival"
54.51795,18.55228,"Pleasure","JUNA",2016-12-19 11:43:06,120,848019,"Pleasure JUNA",NA,NA,"departure"
54.51805,18.55237,"Pleasure","JUNA",2016-12-19 11:41:06,120,848020,"Pleasure JUNA",12.5594057452533,120,"arrival"
54.69592,18.67635,"Pleasure","KAPITAN BORCHARDT",2016-12-19 09:27:07,114,862860,"Pleasure KAPITAN BORCHARDT",NA,NA,"departure"
54.69582,18.67619,"Pleasure","KAPITAN BORCHARDT",2016-12-19 09:25:07,114,862861,"Pleasure KAPITAN BORCHARDT",15.1615667452588,120,"arrival"
54.69584,18.6762,"Pleasure","KM ,TAN BORCHARDT",2016-12-18 18:49:07,115,927905,"Pleasure KM ,TAN BORCHARDT",NA,NA,"departure"
54.69583,18.67625,"Pleasure","KM ,TAN BORCHARDT",2016-12-18 18:47:06,116,927906,"Pleasure KM ,TAN BORCHARDT",3.40384715074125,121,"arrival"
57.65931,11.85128,"Pleasure","KRISTINA 5",2016-12-13 22:21:07,118,956268,"Pleasure KRISTINA 5",NA,NA,"departure"
57.65943,11.85122,"Pleasure","KRISTINA 5",2016-12-13 22:19:08,117,956269,"Pleasure KRISTINA 5",13.8279347369023,119,"arrival"
54.69945,20.46729,"Pleasure","KRUZENSHTERN",2016-12-18 11:49:02,120,956723,"Pleasure KRUZENSHTERN",NA,NA,"departure"
54.69938,20.46726,"Pleasure","KRUZENSHTERN",2016-12-18 11:47:03,119,956724,"Pleasure KRUZENSHTERN",8.02777646988013,119,"arrival"
57.73351,11.65872,"Pleasure","LA DOLCE VITA",2016-12-13 11:37:05,120,966696,"Pleasure LA DOLCE VITA",NA,NA,"departure"
57.7335,11.65878,"Pleasure","LA DOLCE VITA",2016-12-13 11:35:05,120,966697,"Pleasure LA DOLCE VITA",3.735454196214,120,"arrival"
57.70693,11.65845,"Pleasure","LADY",2016-12-20 00:05:06,119,966985,"Pleasure LADY",NA,NA,"departure"
57.70684,11.65836,"Pleasure","LADY",2016-12-20 00:03:05,121,966986,"Pleasure LADY",11.3589164202984,121,"arrival"
57.7208,11.9797,"Pleasure","LADY H",2016-12-17 08:51:08,117,973152,"Pleasure LADY H",NA,NA,"departure"
57.72077,11.97922,"Pleasure","LADY H",2016-12-17 08:49:07,118,973153,"Pleasure LADY H",28.7306059910299,121,"arrival"
54.36809,18.77848,"Pleasure","LE VOYAGEUR",2016-12-19 22:45:01,121,983522,"Pleasure LE VOYAGEUR",NA,NA,"departure"
54.36806,18.77865,"Pleasure","LE VOYAGEUR",2016-12-19 22:43:02,119,983523,"Pleasure LE VOYAGEUR",11.5195544764889,119,"arrival"
55.65516,20.8662,"Pleasure","LILIAN101",2016-12-15 16:41:07,119,992848,"Pleasure LILIAN101",NA,NA,"departure"
55.60352,20.87367,"Pleasure","LILIAN101",2016-12-15 04:19:06,44521,992849,"Pleasure LILIAN101",5767.67533035046,44521,"arrival"
57.60544,11.89251,"Pleasure","LOUISE",2016-12-19 13:57:07,117,1027667,"Pleasure LOUISE",NA,NA,"departure"
57.60969,11.85522,"Pleasure","LOUISE",2016-12-19 13:55:07,118,1027668,"Pleasure LOUISE",2273.57894104723,120,"arrival"
55.64753,20.80253,"Pleasure","LT-12465",2016-12-17 13:51:06,119,1033305,"Pleasure LT-12465",NA,NA,"departure"
55.70416,20.812,"Pleasure","LT-12465",2016-12-17 07:11:06,24000,1033306,"Pleasure LT-12465",6331.98659866943,24000,"arrival"
54.36006,18.66609,"Pleasure","MAGNUS ZAREMBA",2016-12-18 14:51:02,120,1050595,"Pleasure MAGNUS ZAREMBA",NA,NA,"departure"
54.36012,18.66599,"Pleasure","MAGNUS ZAREMBA",2016-12-18 14:49:02,120,1050596,"Pleasure MAGNUS ZAREMBA",9.31050764768997,120,"arrival"
57.68657,11.88625,"Pleasure","MANDALAY",2016-12-19 21:39:06,119,1058387,"Pleasure MANDALAY",NA,NA,"departure"
57.68657,11.88639,"Pleasure","MANDALAY",2016-12-19 21:37:08,116,1058388,"Pleasure MANDALAY",8.33082393504832,118,"arrival"
57.66805,11.84517,"Pleasure","MARELD",2016-12-19 12:59:07,120,1063368,"Pleasure MARELD",NA,NA,"departure"
57.66803,11.84517,"Pleasure","MARELD",2016-12-19 12:55:04,241,1063369,"Pleasure MARELD",2.22638981617124,243,"arrival"
57.69543,11.66487,"Pleasure","MARISSA",2016-12-15 15:25:05,121,1084923,"Pleasure MARISSA",NA,NA,"departure"
57.69537,11.66495,"Pleasure","MARISSA",2016-12-15 15:23:06,119,1084924,"Pleasure MARISSA",8.20136234254626,119,"arrival"
57.91661,11.60639,"Pleasure","MARY SWE",2016-12-18 13:05:06,119,1085618,"Pleasure MARY SWE",NA,NA,"departure"
57.92041,11.60999,"Pleasure","MARY SWE",2016-12-18 13:03:05,121,1085619,"Pleasure MARY SWE",473.545492822563,121,"arrival"
59.87449,30.20873,"Pleasure","MIR",2016-12-18 21:33:05,119,1117539,"Pleasure MIR",NA,NA,"departure"
59.87433,30.20861,"Pleasure","MIR",2016-12-18 21:31:04,120,1117540,"Pleasure MIR",19.0311958751245,121,"arrival"
57.8704,11.63615,"Pleasure","MUCKLE FLUGGA",2016-12-18 11:11:08,117,1140006,"Pleasure MUCKLE FLUGGA",NA,NA,"departure"
57.85373,11.60375,"Pleasure","MUCKLE FLUGGA",2016-12-17 11:05:05,86763,1140007,"Pleasure MUCKLE FLUGGA",2669.23325166391,86763,"arrival"
54.3576,18.70774,"Pleasure","NATALIA B",2016-12-14 15:41:02,120,1165242,"Pleasure NATALIA B",NA,NA,"departure"
54.35769,18.70782,"Pleasure","NATALIA B",2016-12-13 16:31:01,83401,1165243,"Pleasure NATALIA B",11.2830031171199,83401,"arrival"
57.66354,11.83817,"Pleasure","NAWICA TRAINING SHIP",2016-12-13 13:37:08,118,1180758,"Pleasure NAWICA TRAINING SHIP",NA,NA,"departure"
57.66909,11.84428,"Pleasure","NAWICA TRAINING SHIP",2016-12-13 13:35:08,117,1180759,"Pleasure NAWICA TRAINING SHIP",716.968883249598,120,"arrival"
54.34949,18.78433,"Pleasure","NOROY",2016-12-16 13:15:02,120,1222624,"Pleasure NOROY",NA,NA,"departure"
54.34937,18.78434,"Pleasure","NOROY",2016-12-16 13:13:02,120,1222625,"Pleasure NOROY",13.3740860960414,120,"arrival"
57.66657,11.84831,"Pleasure","OM II AF GOTEBORG",2016-12-14 21:53:07,119,1272265,"Pleasure OM II AF GOTEBORG",NA,NA,"departure"
57.66663,11.84839,"Pleasure","OM II AF GOTEBORG",2016-12-14 21:51:09,116,1272266,"Pleasure OM II AF GOTEBORG",8.20355819687515,118,"arrival"
57.70039,11.91803,"Pleasure","PAULA",2016-12-15 08:57:05,120,1329482,"Pleasure PAULA",NA,NA,"departure"
57.70009,11.9183,"Pleasure","PAULA",2016-12-15 08:55:06,119,1329483,"Pleasure PAULA",37.0570259823444,119,"arrival"
57.69141,11.76896,"Pleasure","PENTA 60",2016-12-14 23:55:05,121,1336635,"Pleasure PENTA 60",NA,NA,"departure"
57.69131,11.76908,"Pleasure","PENTA 60",2016-12-14 23:53:05,120,1336636,"Pleasure PENTA 60",13.2248439358796,120,"arrival"
57.71004,11.6957,"Pleasure","PENTA 80",2016-12-13 12:51:05,120,1342060,"Pleasure PENTA 80",NA,NA,"departure"
57.76413,11.69696,"Pleasure","PENTA 80",2016-12-13 12:49:06,119,1342061,"Pleasure PENTA 80",6021.73675065731,119,"arrival"
57.9337,11.60542,"Pleasure","PENTA 81",2016-12-18 09:09:05,120,1343434,"Pleasure PENTA 81",NA,NA,"departure"
57.82878,11.60581,"Pleasure","PENTA 81",2016-12-18 08:51:05,1080,1343435,"Pleasure PENTA 81",11679.6637829478,1080,"arrival"
57.88073,11.603,"Pleasure","PIMPIM",2016-12-19 11:01:05,120,1373490,"Pleasure PIMPIM",NA,NA,"departure"
57.83287,11.60054,"Pleasure","PIMPIM",2016-12-17 12:15:05,168360,1373491,"Pleasure PIMPIM",5329.74260883305,168360,"arrival"
54.38841,18.66776,"Pleasure","PIORUN",2016-12-13 13:35:02,119,1378429,"Pleasure PIORUN",NA,NA,"departure"
54.3731,18.66348,"Pleasure","PIORUN",2016-12-13 13:29:01,361,1378430,"Pleasure PIORUN",1726.7423174345,361,"arrival"
57.69159,11.82292,"Pleasure","SAXKRAN NR 2",2016-12-14 10:09:08,118,1532770,"Pleasure SAXKRAN NR 2",NA,NA,"departure"
57.691,11.89191,"Pleasure","SAXKRAN NR 2",2016-12-14 02:29:07,27598,1532771,"Pleasure SAXKRAN NR 2",4105.30098494509,27601,"arrival"
57.64734,11.8575,"Pleasure","SEA BIRD",2016-12-19 14:17:07,118,1556944,"Pleasure SEA BIRD",NA,NA,"departure"
57.64749,11.85693,"Pleasure","SEA BIRD",2016-12-19 14:15:07,118,1556945,"Pleasure SEA BIRD",37.8386342676304,120,"arrival"
57.67896,11.77213,"Pleasure","SEA WIND",2016-12-16 12:57:05,121,1563438,"Pleasure SEA WIND",NA,NA,"departure"
57.67908,11.7929,"Pleasure","SEA WIND",2016-12-16 12:55:05,120,1563439,"Pleasure SEA WIND",1236.26688332128,120,"arrival"
54.67809,20.14883,"Pleasure","SEDOV",2016-12-20 05:55:02,NA,1576261,"Pleasure SEDOV",NA,NA,"departure"
54.678,20.1488,"Pleasure","SEDOV",2016-12-20 05:33:03,1319,1576262,"Pleasure SEDOV",10.2031177613578,1319,"arrival"
57.70513,11.66091,"Pleasure","STORMFAGEL",2016-12-16 00:17:05,120,1728599,"Pleasure STORMFAGEL",NA,NA,"departure"
57.70518,11.66089,"Pleasure","STORMFAGEL",2016-12-16 00:15:05,120,1728600,"Pleasure STORMFAGEL",5.69166058405336,120,"arrival"
57.64732,11.85466,"Pleasure","TARNTANK TEKNIK",2016-12-14 10:09:08,118,1829722,"Pleasure TARNTANK TEKNIK",NA,NA,"departure"
57.60376,11.79223,"Pleasure","TARNTANK TEKNIK",2016-12-13 16:21:05,64080,1829723,"Pleasure TARNTANK TEKNIK",6112.35792071549,64083,"arrival"
57.66683,11.84395,"Pleasure","TINDRA",2016-12-19 15:23:08,117,1872330,"Pleasure TINDRA",NA,NA,"departure"
57.71137,11.96483,"Pleasure","TINDRA",2016-12-19 15:21:07,118,1872331,"Pleasure TINDRA",8735.92967288317,121,"arrival"
57.65882,11.66803,"Pleasure","TOOTIKI",2016-12-16 09:07:05,120,1883301,"Pleasure TOOTIKI",NA,NA,"departure"
57.65703,11.67826,"Pleasure","TOOTIKI",2016-12-16 09:05:05,120,1883302,"Pleasure TOOTIKI",640.985168123735,120,"arrival"
57.6595,11.85231,"Pleasure","TRIPLE ESS",2016-12-15 14:05:08,117,1906142,"Pleasure TRIPLE ESS",NA,NA,"departure"
57.65945,11.85235,"Pleasure","TRIPLE ESS",2016-12-15 14:03:09,117,1906143,"Pleasure TRIPLE ESS",6.05426022331634,119,"arrival"
57.70469,11.65831,"Pleasure","VIKING",2016-12-15 00:05:05,120,1982691,"Pleasure VIKING",NA,NA,"departure"
57.70477,11.65825,"Pleasure","VIKING",2016-12-15 00:03:05,120,1982692,"Pleasure VIKING",9.59393732556807,120,"arrival"
57.69901,11.91768,"Pleasure","WALONA",2016-12-16 17:21:08,118,2049664,"Pleasure WALONA",NA,NA,"departure"
57.70317,11.94353,"Pleasure","WALONA",2016-12-16 17:15:11,354,2049665,"Pleasure WALONA",1605.83259978472,357,"arrival"
57.64092,11.95983,"Pleasure","WWW.SSBILBEHOR.SE",2016-12-13 23:49:07,119,2100794,"Pleasure WWW.SSBILBEHOR.SE",NA,NA,"departure"
57.64104,11.95973,"Pleasure","WWW.SSBILBEHOR.SE",2016-12-13 23:47:09,116,2100795,"Pleasure WWW.SSBILBEHOR.SE",14.6268194294807,118,"arrival"
54.51795,18.55002,"Pleasure","WXA A SZCZESCIA",2016-12-16 04:59:08,NA,2101164,"Pleasure WXA A SZCZESCIA",NA,NA,"departure"
54.51795,18.55004,"Pleasure","WXA A SZCZESCIA",2016-12-16 04:57:07,121,2101165,"Pleasure WXA A SZCZESCIA",1.29230323914734,121,"arrival"
54.51776,18.55076,"Pleasure","WYSPA SZCZESCIA",2016-12-16 16:13:07,120,2104380,"Pleasure WYSPA SZCZESCIA",NA,NA,"departure"
54.51793,18.54998,"Pleasure","WYSPA SZCZESCIA",2016-12-16 16:11:07,120,2104381,"Pleasure WYSPA SZCZESCIA",53.8357241407134,120,"arrival"
57.683,11.86249,"Pleasure","YANIKI IV",2016-12-17 10:13:09,116,2109227,"Pleasure YANIKI IV",NA,NA,"departure"
57.68073,11.85396,"Pleasure","YANIKI IV",2016-12-17 10:11:08,118,2109228,"Pleasure YANIKI IV",567.066596056709,121,"arrival"
55.99943,20.87371,"Pleasure","ZAWISZA CZARNY",2016-12-15 23:53:07,119,2131314,"Pleasure ZAWISZA CZARNY",NA,NA,"departure"
54.79242,18.97705,"Pleasure","ZAWISZA CZARNY",2016-12-13 18:37:02,191765,2131315,"Pleasure ZAWISZA CZARNY",180071.802675903,191765,"arrival"
57.6015,11.69333,"Tanker","AALBORG",2016-12-15 08:57:05,120,25324,"Tanker AALBORG",NA,NA,"departure"
57.60052,11.6314,"Tanker","AALBORG",2016-12-14 13:45:06,69119,25325,"Tanker AALBORG",3695.50638618019,69119,"arrival"
54.66344,19.80109,"Tanker","ACQUAMARINA",2016-12-17 11:37:03,479,28209,"Tanker ACQUAMARINA",NA,NA,"departure"
55.73,20.80467,"Tanker","ACQUAMARINA",2016-12-16 22:23:05,47638,28210,"Tanker ACQUAMARINA",134764.673025411,47638,"arrival"
57.99511,11.75793,"Tanker","AGATH",2016-12-17 02:15:05,61081,51096,"Tanker AGATH",NA,NA,"departure"
57.98556,11.74649,"Tanker","AGATH",2016-12-17 02:11:05,240,51097,"Tanker AGATH",1259.3060780848,240,"arrival"
54.66877,19.8058,"Tanker","AIGRAN D",2016-12-18 12:49:03,120,63817,"Tanker AIGRAN D",NA,NA,"departure"
55.75078,20.81078,"Tanker","AIGRAN D",2016-12-18 06:31:07,22676,63818,"Tanker AIGRAN D",136314.07431372,22676,"arrival"
59.90757,30.22255,"Tanker","ALANA",2016-12-14 10:09:04,120,80615,"Tanker ALANA",NA,NA,"departure"
59.88128,30.22815,"Tanker","ALANA",2016-12-14 02:29:04,27599,80616,"Tanker ALANA",2943.24648606754,27600,"arrival"
59.90041,30.10589,"Tanker","ALEKSANDR GLUKHOV",2016-12-14 22:57:04,120,90158,"Tanker ALEKSANDR GLUKHOV",NA,NA,"departure"
59.89339,30.14004,"Tanker","ALEKSANDR GLUKHOV",2016-12-14 22:55:04,119,90159,"Tanker ALEKSANDR GLUKHOV",2060.62958492703,120,"arrival"
54.79168,18.95444,"Tanker","AMARANTH",2016-12-19 19:33:02,119,120805,"Tanker AMARANTH",NA,NA,"departure"
54.70232,18.99672,"Tanker","AMARANTH",2016-12-18 15:03:02,102600,120806,"Tanker AMARANTH",10311.7785807252,102600,"arrival"
57.67698,11.80556,"Tanker","AMUR STAR",2016-12-13 12:11:09,117,123941,"Tanker AMUR STAR",NA,NA,"departure"
57.67306,11.79004,"Tanker","AMUR STAR",2016-12-13 12:09:05,121,123942,"Tanker AMUR STAR",1021.70187376574,124,"arrival"
59.88271,30.18866,"Tanker","ANGARA",2016-12-15 03:41:04,119,128418,"Tanker ANGARA",NA,NA,"departure"
59.91455,30.24101,"Tanker","ANGARA",2016-12-15 03:39:04,119,128419,"Tanker ANGARA",4594.02920310814,120,"arrival"
57.69172,11.84372,"Tanker","ANGON",2016-12-14 10:09:05,121,132003,"Tanker ANGON",NA,NA,"departure"
57.67043,11.78883,"Tanker","ANGON",2016-12-14 02:29:05,27600,132004,"Tanker ANGON",4035.92219789897,27600,"arrival"
59.9102,30.05708,"Tanker","ARIES",2016-12-18 03:35:04,120,167717,"Tanker ARIES",NA,NA,"departure"
59.91432,30.03682,"Tanker","ARIES",2016-12-18 03:33:04,119,167718,"Tanker ARIES",1220.13544250477,120,"arrival"
54.75035,18.99927,"Tanker","ASTERDEA",2016-12-18 11:03:01,121,187531,"Tanker ASTERDEA",NA,NA,"departure"
54.72745,18.99779,"Tanker","ASTERDEA",2016-12-18 10:53:02,599,187532,"Tanker ASTERDEA",2550.99006410958,599,"arrival"
59.89082,30.21409,"Tanker","AURA",2016-12-19 12:53:04,119,210336,"Tanker AURA",NA,NA,"departure"
57.6461,11.70762,"Tanker","B GAS CHAMPION",2016-12-18 19:19:05,120,221296,"Tanker B GAS CHAMPION",NA,NA,"arrival"
57.63475,11.69837,"Tanker","B GAS CHAMPION",2016-12-18 19:17:05,120,221297,"Tanker B GAS CHAMPION",1378.4471621539,120,"departure"
59.91715,30.02296,"Tanker","BALTIC AMBITION",2016-12-19 17:43:04,119,222902,"Tanker BALTIC AMBITION",NA,NA,"arrival"
59.91253,30.0457,"Tanker","BALTIC AMBITION",2016-12-19 17:41:04,119,222903,"Tanker BALTIC AMBITION",1369.21835806734,120,"departure"
59.91952,30.01138,"Tanker","BALTIC EAGLE",2016-12-16 19:55:04,119,224056,"Tanker BALTIC EAGLE",NA,NA,"arrival"
59.91547,30.03159,"Tanker","BALTIC EAGLE",2016-12-16 19:53:04,120,224057,"Tanker BALTIC EAGLE",1214.47116583716,120,"departure"
59.90569,30.07941,"Tanker","BALTIC FROST",2016-12-19 09:59:04,119,224562,"Tanker BALTIC FROST",NA,NA,"arrival"
59.90125,30.10108,"Tanker","BALTIC FROST",2016-12-19 09:57:04,119,224563,"Tanker BALTIC FROST",1306.74404263128,120,"departure"
59.91705,30.02327,"Tanker","BALTIC SEAGULL",2016-12-15 15:31:05,118,238814,"Tanker BALTIC SEAGULL",NA,NA,"arrival"
59.92037,30.00665,"Tanker","BALTIC SEAGULL",2016-12-15 15:29:03,121,238815,"Tanker BALTIC SEAGULL",998.270674037258,122,"departure"
54.78958,18.99259,"Tanker","BALTICO",2016-12-19 05:01:02,119,242283,"Tanker BALTICO",NA,NA,"arrival"
54.45685,18.99749,"Tanker","BALTICO",2016-12-19 03:19:02,6120,242284,"Tanker BALTICO",37040.6803680806,6120,"departure"
54.68385,20.16665,"Tanker","BERGEN T",2016-12-17 21:11:02,121,265831,"Tanker BERGEN T",NA,NA,"arrival"
54.65162,19.83767,"Tanker","BERGEN T",2016-12-17 13:17:02,28440,265832,"Tanker BERGEN T",21480.7901919644,28440,"departure"
59.91771,30.02034,"Tanker","BESIKTAS HALLAND",2016-12-15 10:51:05,118,266900,"Tanker BESIKTAS HALLAND",NA,NA,"arrival"
59.91314,30.04284,"Tanker","BESIKTAS HALLAND",2016-12-15 10:49:05,119,266901,"Tanker BESIKTAS HALLAND",1354.69514970382,120,"departure"
57.67393,11.7997,"Tanker","BESIKTAS ICELAND",2016-12-13 11:35:05,120,270116,"Tanker BESIKTAS ICELAND",NA,NA,"arrival"
57.66349,11.77922,"Tanker","BESIKTAS ICELAND",2016-12-13 11:33:05,120,270117,"Tanker BESIKTAS ICELAND",1684.42813551725,120,"departure"
