"LAT","LON","ship_type","SHIPNAME","DATETIME","DIFFERENCE","ID","ship_type_and_name","DISTANCE","TIME","TYPE"
54.63303,19.92508,"Cargo","OLGA",2016-12-17 01:09:02,120,1265869,"Cargo OLGA",NA,NA,"departure"
54.64677,20.06415,"Cargo","OLGA",2016-12-17 01:07:03,119,1265870,"Cargo OLGA",9088.80157545195,119,"arrival"
59.91593,30.02891,"Cargo","OMSKIY-132",2016-12-18 20:03:04,119,1273070,"Cargo OMSKIY-132",NA,NA,"departure"
59.91209,30.04754,"Cargo","OMSKIY-132",2016-12-18 20:01:04,119,1273071,"Cargo OMSKIY-132",1124.08613578729,120,"arrival"
59.91987,30.01001,"Cargo","OMSKIY-134",2016-12-13 23:19:04,120,1273930,"Cargo OMSKIY-134",NA,NA,"departure"
59.9176,30.02091,"Cargo","OMSKIY-134",2016-12-13 23:17:04,120,1273931,"Cargo OMSKIY-134",658.588686290525,120,"arrival"
54.67465,18.96738,"Cargo","OMSKIY-140",2016-12-15 21:25:01,121,1274296,"Cargo OMSKIY-140",NA,NA,"departure"
54.66514,18.95891,"Cargo","OMSKIY-140",2016-12-15 21:23:01,120,1274297,"Cargo OMSKIY-140",1190.81338040679,120,"arrival"
54.63283,19.91191,"Cargo","OMSKIY-141",2016-12-14 23:33:03,119,1275394,"Cargo OMSKIY-141",NA,NA,"departure"
54.65581,19.84741,"Cargo","OMSKIY-141",2016-12-14 23:31:02,121,1275395,"Cargo OMSKIY-141",4879.15141789843,121,"arrival"
59.92119,30.00356,"Cargo","OOCL RAUMA",2016-12-17 10:43:04,NA,1275407,"Cargo OOCL RAUMA",NA,NA,"departure"
59.91715,30.02331,"Cargo","OOCL RAUMA",2016-12-17 10:41:05,118,1275408,"Cargo OOCL RAUMA",1190.20355077477,119,"arrival"
59.90803,30.06803,"Cargo","OSTEREMS",2016-12-18 03:35:04,120,1305617,"Cargo OSTEREMS",NA,NA,"departure"
59.9116,30.05038,"Cargo","OSTEREMS",2016-12-18 03:33:04,119,1305618,"Cargo OSTEREMS",1062.2152247602,120,"arrival"
55.72864,21.05701,"Cargo","PACIFIC CALM",2016-12-15 12:59:07,119,1314324,"Cargo PACIFIC CALM",NA,NA,"departure"
55.72888,21.04194,"Cargo","PACIFIC CALM",2016-12-15 12:57:06,121,1314325,"Cargo PACIFIC CALM",945.044654464926,121,"arrival"
59.89337,30.21968,"Cargo","PACIFIC WINTER",2016-12-16 20:51:04,119,1316908,"Cargo PACIFIC WINTER",NA,NA,"departure"
59.89372,30.21974,"Cargo","PACIFIC WINTER",2016-12-16 20:49:05,119,1316909,"Cargo PACIFIC WINTER",39.1056037141513,119,"arrival"
59.89198,30.14679,"Cargo","PAPUA",2016-12-14 18:43:04,120,1319579,"Cargo PAPUA",NA,NA,"departure"
59.88899,30.16134,"Cargo","PAPUA",2016-12-14 18:41:04,119,1319580,"Cargo PAPUA",878.059929390789,120,"arrival"
59.9175,30.02117,"Cargo","PAULINE RUSS",2016-12-13 22:17:04,119,1330617,"Cargo PAULINE RUSS",NA,NA,"departure"
59.913,30.0425,"Cargo","PAULINE RUSS",2016-12-13 22:15:04,119,1330618,"Cargo PAULINE RUSS",1291.38062495978,120,"arrival"
54.72048,18.99044,"Cargo","PETER PAN",2016-12-19 18:07:02,119,1346973,"Cargo PETER PAN",NA,NA,"departure"
54.76785,18.99642,"Cargo","PETER PAN",2016-12-19 17:57:01,601,1346974,"Cargo PETER PAN",5287.18597826406,601,"arrival"
57.64103,11.69722,"Cargo","PETUNIA SEAWAYS",2016-12-17 16:55:05,120,1348338,"Cargo PETUNIA SEAWAYS",NA,NA,"departure"
57.65259,11.72198,"Cargo","PETUNIA SEAWAYS",2016-12-17 16:53:05,120,1348339,"Cargo PETUNIA SEAWAYS",1957.43782210047,120,"arrival"
54.78657,18.99969,"Cargo","PHANTOM",2016-12-18 14:37:01,121,1350178,"Cargo PHANTOM",NA,NA,"departure"
59.92157,30.00041,"Cargo","PHANTOM",2016-12-16 10:05:04,189117,1350179,"Cargo PHANTOM",871651.093967599,189117,"arrival"
54.67082,19.80477,"Cargo","PHOENIX II",2016-12-20 00:41:02,120,1352148,"Cargo PHOENIX II",NA,NA,"departure"
54.45469,18.99999,"Cargo","PHOENIX II",2016-12-19 19:03:01,20281,1352149,"Cargo PHOENIX II",57244.9000906938,20281,"arrival"
57.87129,12.02258,"Cargo","PINTA",2016-12-17 02:51:07,118,1373641,"Cargo PINTA",NA,NA,"departure"
57.8814,12.02976,"Cargo","PINTA",2016-12-17 02:49:07,118,1373642,"Cargo PINTA",1203.01744217641,120,"arrival"
59.87857,30.22628,"Cargo","PIRITA",2016-12-14 00:45:04,119,1378539,"Cargo PIRITA",NA,NA,"departure"
59.87837,30.22568,"Cargo","PIRITA",2016-12-14 00:43:04,119,1378540,"Cargo PIRITA",40.2388934773966,120,"arrival"
59.90575,30.07908,"Cargo","PITZTAL",2016-12-15 10:09:05,118,1378945,"Cargo PITZTAL",NA,NA,"departure"
59.902,30.09755,"Cargo","PITZTAL",2016-12-15 10:07:04,119,1378946,"Cargo PITZTAL",1112.32547916743,121,"arrival"
59.9163,30.26295,"Cargo","PL 2",2016-12-20 06:29:04,119,1380223,"Cargo PL 2",NA,NA,"departure"
59.91913,30.26153,"Cargo","PL 2",2016-12-20 06:27:05,118,1380224,"Cargo PL 2",324.845265429166,119,"arrival"
59.90124,30.1017,"Cargo","PLYCA",2016-12-14 21:37:04,119,1385386,"Cargo PLYCA",NA,NA,"departure"
59.89847,30.11561,"Cargo","PLYCA",2016-12-14 21:35:04,119,1385387,"Cargo PLYCA",835.549748354641,120,"arrival"
59.92054,30.00686,"Cargo","POLA MUROM",2016-12-13 22:43:04,NA,1390509,"Cargo POLA MUROM",NA,NA,"departure"
59.91764,30.021,"Cargo","POLA MUROM",2016-12-13 22:41:04,119,1390510,"Cargo POLA MUROM",852.445787262123,120,"arrival"
59.9132,30.04201,"Cargo","POLA UGLICH",2016-12-19 02:07:05,118,1391790,"Cargo POLA UGLICH",NA,NA,"departure"
59.91687,30.02371,"Cargo","POLA UGLICH",2016-12-19 02:05:04,120,1391791,"Cargo POLA UGLICH",1099.87852572029,121,"arrival"
59.89599,30.22679,"Cargo","PORT ALFRED",2016-12-14 00:33:04,119,1407407,"Cargo PORT ALFRED",NA,NA,"departure"
59.89608,30.22709,"Cargo","PORT ALFRED",2016-12-14 00:31:04,119,1407408,"Cargo PORT ALFRED",19.5179535188601,120,"arrival"
55.72672,21.08698,"Cargo","PRIMA FORTUNA",2016-12-18 00:51:06,119,1411606,"Cargo PRIMA FORTUNA",NA,NA,"departure"
55.71674,21.11054,"Cargo","PRIMA FORTUNA",2016-12-18 00:43:06,480,1411607,"Cargo PRIMA FORTUNA",1848.28737753979,480,"arrival"
57.65028,11.71538,"Cargo","PRIMULA SEAWAYS",2016-12-15 18:17:05,121,1412854,"Cargo PRIMULA SEAWAYS",NA,NA,"departure"
57.63254,11.69205,"Cargo","PRIMULA SEAWAYS",2016-12-15 18:15:07,118,1412855,"Cargo PRIMULA SEAWAYS",2414.94735894293,118,"arrival"
59.917,30.0235,"Cargo","PRINCE OF WAVES",2016-12-19 19:23:04,119,1412865,"Cargo PRINCE OF WAVES",NA,NA,"departure"
59.912,30.04717,"Cargo","PRINCE OF WAVES",2016-12-19 19:21:04,119,1412866,"Cargo PRINCE OF WAVES",1433.35202340263,120,"arrival"
59.92061,30.00629,"Cargo","PRINCESSE OUI",2016-12-18 21:01:04,NA,1414894,"Cargo PRINCESSE OUI",NA,NA,"departure"
59.91763,30.02091,"Cargo","PRINCESSE OUI",2016-12-18 20:59:04,119,1414895,"Cargo PRINCESSE OUI",880.606937388718,120,"arrival"
57.60552,11.60822,"Cargo","PRISCILLA",2016-12-19 19:15:05,NA,1423324,"Cargo PRISCILLA",NA,NA,"departure"
57.60335,11.61722,"Cargo","PRISCILLA",2016-12-19 19:13:05,120,1423325,"Cargo PRISCILLA",588.617697101487,120,"arrival"
57.6536,11.7282,"Cargo","RAMONA",2016-12-17 12:07:06,119,1446336,"Cargo RAMONA",NA,NA,"departure"
57.65665,11.74505,"Cargo","RAMONA",2016-12-17 12:05:05,121,1446337,"Cargo RAMONA",1059.42317549725,121,"arrival"
59.90487,30.08347,"Cargo","REINBEK",2016-12-13 20:17:05,119,1456189,"Cargo REINBEK",NA,NA,"departure"
59.90187,30.09799,"Cargo","REINBEK",2016-12-13 20:15:05,119,1456190,"Cargo REINBEK",876.642437329822,120,"arrival"
55.71651,21.10869,"Cargo","RIG",2016-12-16 13:03:06,120,1470559,"Cargo RIG",NA,NA,"departure"
55.72821,21.06735,"Cargo","RIG",2016-12-16 12:55:06,480,1470560,"Cargo RIG",2900.68026014042,480,"arrival"
54.59549,18.87928,"Cargo","RIX STAR",2016-12-14 19:57:02,120,1472031,"Cargo RIX STAR",NA,NA,"departure"
54.61718,18.89862,"Cargo","RIX STAR",2016-12-14 19:55:01,121,1472032,"Cargo RIX STAR",2717.49760565119,121,"arrival"
54.40318,18.67552,"Cargo","RMS RAHM",2016-12-14 10:09:07,115,1476406,"Cargo RMS RAHM",NA,NA,"departure"
54.44592,18.64606,"Cargo","RMS RAHM",2016-12-14 02:51:02,26279,1476407,"Cargo RMS RAHM",5126.08484243735,26285,"arrival"
54.776,18.98992,"Cargo","ROBIN WIND",2016-12-17 07:43:02,120,1476632,"Cargo ROBIN WIND",NA,NA,"departure"
54.7093,18.99832,"Cargo","ROBIN WIND",2016-12-17 07:17:02,1560,1476633,"Cargo ROBIN WIND",7444.6042905225,1560,"arrival"
54.56457,18.85662,"Cargo","ROJAREK NAREE",2016-12-16 16:37:01,121,1479287,"Cargo ROJAREK NAREE",NA,NA,"departure"
54.55322,18.83907,"Cargo","ROJAREK NAREE",2016-12-16 16:35:01,120,1479288,"Cargo ROJAREK NAREE",1696.98010976924,120,"arrival"
59.89399,30.1374,"Cargo","ROZTOCZE",2016-12-16 08:37:04,120,1498309,"Cargo ROZTOCZE",NA,NA,"departure"
59.89059,30.1536,"Cargo","ROZTOCZE",2016-12-16 08:35:05,118,1498310,"Cargo ROZTOCZE",980.608611222363,119,"arrival"
55.72585,21.09099,"Cargo","RUBYN",2016-12-15 04:25:07,120,1504826,"Cargo RUBYN",NA,NA,"departure"
55.71498,21.11143,"Cargo","RUBYN",2016-12-15 04:17:06,481,1504827,"Cargo RUBYN",1762.55536316885,481,"arrival"
54.69956,20.45387,"Cargo","RUSICH-10",2016-12-13 13:49:02,120,1508804,"Cargo RUSICH-10",NA,NA,"departure"
54.69913,20.45422,"Cargo","RUSICH-10",2016-12-13 13:29:02,1200,1508805,"Cargo RUSICH-10",52.8980160610167,1200,"arrival"
59.91236,30.0471,"Cargo","RUTH",2016-12-20 01:33:04,120,1509117,"Cargo RUTH",NA,NA,"departure"
59.91788,30.0202,"Cargo","RUTH",2016-12-20 01:29:04,239,1509118,"Cargo RUTH",1621.99050296228,240,"arrival"
55.73665,20.8532,"Cargo","SAFFIER",2016-12-15 06:23:06,122,1509125,"Cargo SAFFIER",NA,NA,"departure"
55.73774,20.87151,"Cargo","SAFFIER",2016-12-15 06:21:07,119,1509126,"Cargo SAFFIER",1153.91650410961,119,"arrival"
54.96338,20.31154,"Cargo","SAMUR-3",2016-12-18 15:17:03,120,1513273,"Cargo SAMUR-3",NA,NA,"departure"
54.6333,19.89325,"Cargo","SAMUR-3",2016-12-18 15:15:03,120,1513274,"Cargo SAMUR-3",45504.0996991743,120,"arrival"
55.7276,21.08277,"Cargo","SAN REMO",2016-12-18 18:19:06,240,1513522,"Cargo SAN REMO",NA,NA,"departure"
55.70337,21.11962,"Cargo","SAN REMO",2016-12-18 18:03:05,961,1513523,"Cargo SAN REMO",3551.72896848537,961,"arrival"
54.75603,18.96664,"Cargo","SANDETTIE",2016-12-14 10:09:01,121,1516175,"Cargo SANDETTIE",NA,NA,"departure"
54.40707,18.65818,"Cargo","SANDETTIE",2016-12-14 02:51:02,26279,1516176,"Cargo SANDETTIE",43646.5592404995,26279,"arrival"
54.76309,18.99629,"Cargo","SANTA URSULA",2016-12-18 06:05:02,120,1521056,"Cargo SANTA URSULA",NA,NA,"departure"
54.72224,18.99694,"Cargo","SANTA URSULA",2016-12-18 05:55:02,600,1521057,"Cargo SANTA URSULA",4547.59301898121,600,"arrival"
59.94093,30.25605,"Cargo","SAT AIS",2016-12-15 15:03:04,240,1528409,"Cargo SAT AIS",NA,NA,"departure"
59.94102,30.25615,"Cargo","SAT AIS",2016-12-15 15:01:04,120,1528410,"Cargo SAT AIS",11.4658680632919,120,"arrival"
55.72813,21.0776,"Cargo","SAXUM",2016-12-19 21:19:06,120,1533264,"Cargo SAXUM",NA,NA,"departure"
55.71747,21.10957,"Cargo","SAXUM",2016-12-19 21:09:06,600,1533265,"Cargo SAXUM",2329.29383039952,600,"arrival"
59.909,30.06243,"Cargo","SCA TUNADAL",2016-12-19 18:05:04,119,1543075,"Cargo SCA TUNADAL",NA,NA,"departure"
59.90543,30.08021,"Cargo","SCA TUNADAL",2016-12-19 18:03:04,119,1543076,"Cargo SCA TUNADAL",1069.01936603979,120,"arrival"
57.6165,11.66683,"Cargo","SCHIEBORG",2016-12-16 04:31:06,119,1549524,"Cargo SCHIEBORG",NA,NA,"departure"
57.61017,11.63217,"Cargo","SCHIEBORG",2016-12-16 04:29:05,121,1549525,"Cargo SCHIEBORG",2183.46897404493,121,"arrival"
54.78593,18.92086,"Cargo","SCHUYLER TRADER",2016-12-16 04:05:02,120,1549531,"Cargo SCHUYLER TRADER",NA,NA,"departure"
54.77647,18.9374,"Cargo","SCHUYLER TRADER",2016-12-16 04:03:02,120,1549532,"Cargo SCHUYLER TRADER",1495.48511573722,120,"arrival"
59.90843,30.06649,"Cargo","SEAGARD",2016-12-20 01:57:04,119,1571575,"Cargo SEAGARD",NA,NA,"departure"
59.91272,30.04566,"Cargo","SEAGARD",2016-12-20 01:55:04,119,1571576,"Cargo SEAGARD",1256.7932090467,120,"arrival"
54.59955,18.88429,"Cargo","SEASTAR ENDURANCE",2016-12-15 15:31:01,120,1576231,"Cargo SEASTAR ENDURANCE",NA,NA,"departure"
54.61761,18.89918,"Cargo","SEASTAR ENDURANCE",2016-12-15 15:29:01,120,1576232,"Cargo SEASTAR ENDURANCE",2227.86830234825,120,"arrival"
54.38306,18.66144,"Cargo","SELENE PRAHM",2016-12-15 03:19:02,120,1578246,"Cargo SELENE PRAHM",NA,NA,"departure"
54.37166,18.664,"Cargo","SELENE PRAHM",2016-12-15 03:13:01,361,1578247,"Cargo SELENE PRAHM",1279.85104207568,361,"arrival"
59.88634,30.18579,"Cargo","SERDOLIK",2016-12-16 08:37:04,120,1581745,"Cargo SERDOLIK",NA,NA,"departure"
59.88756,30.19779,"Cargo","SERDOLIK",2016-12-16 08:35:05,118,1581746,"Cargo SERDOLIK",683.820143203962,119,"arrival"
57.60117,11.60028,"Cargo","SEROJA EMPAT",2016-12-20 03:55:04,NA,1583587,"Cargo SEROJA EMPAT",NA,NA,"departure"
57.60493,11.65567,"Cargo","SEROJA EMPAT",2016-12-20 03:39:05,959,1583588,"Cargo SEROJA EMPAT",3330.03339823231,959,"arrival"
59.90506,30.08365,"Cargo","SEVERNAYA ZEMLYA",2016-12-19 03:19:04,119,1597543,"Cargo SEVERNAYA ZEMLYA",NA,NA,"departure"
59.90722,30.07263,"Cargo","SEVERNAYA ZEMLYA",2016-12-19 03:17:04,119,1597544,"Cargo SEVERNAYA ZEMLYA",660.436588210351,120,"arrival"
55.15951,20.15566,"Cargo","SILVER FJORD",2016-12-15 21:25:02,121,1604612,"Cargo SILVER FJORD",NA,NA,"departure"
55.72566,20.80205,"Cargo","SILVER FJORD",2016-12-15 17:43:06,13316,1604613,"Cargo SILVER FJORD",75085.0779540625,13316,"arrival"
59.90694,30.07326,"Cargo","SILVER PEARL",2016-12-15 15:31:05,118,1607030,"Cargo SILVER PEARL",NA,NA,"departure"
59.91338,30.04178,"Cargo","SILVER PEARL",2016-12-15 15:29:04,120,1607031,"Cargo SILVER PEARL",1897.55853612624,121,"arrival"
57.63065,11.69334,"Cargo","SKAGENBANK",2016-12-19 07:49:06,119,1617133,"Cargo SKAGENBANK",NA,NA,"departure"
57.61919,11.68127,"Cargo","SKAGENBANK",2016-12-19 07:47:05,121,1617134,"Cargo SKAGENBANK",1464.61053700023,121,"arrival"
57.61417,11.6575,"Cargo","SLINGEBORG",2016-12-18 22:35:05,120,1624821,"Cargo SLINGEBORG",NA,NA,"departure"
57.62883,11.67933,"Cargo","SLINGEBORG",2016-12-18 22:33:04,121,1624822,"Cargo SLINGEBORG",2087.2803510367,121,"arrival"
54.35765,18.67402,"Cargo","SM-PRC-107",2016-12-14 20:07:02,120,1633653,"Cargo SM-PRC-107",NA,NA,"departure"
54.35757,18.67409,"Cargo","SM-PRC-107",2016-12-14 20:05:02,120,1633654,"Cargo SM-PRC-107",9.99639218032857,120,"arrival"
59.91005,30.05787,"Cargo","SOLONG",2016-12-14 01:47:04,120,1651966,"Cargo SOLONG",NA,NA,"departure"
59.91267,30.04487,"Cargo","SOLONG",2016-12-14 01:45:04,120,1651967,"Cargo SOLONG",781.943370952598,120,"arrival"
57.669,11.69333,"Cargo","SOMERSET",2016-12-14 01:17:06,119,1652350,"Cargo SOMERSET",NA,NA,"departure"
57.67833,11.72617,"Cargo","SOMERSET",2016-12-14 01:15:05,121,1652351,"Cargo SOMERSET",2213.64531255886,121,"arrival"
54.65482,19.8098,"Cargo","SORMOVSKIY-3055",2016-12-14 10:09:02,121,1664122,"Cargo SORMOVSKIY-3055",NA,NA,"departure"
54.67454,18.99002,"Cargo","SORMOVSKIY-3055",2016-12-14 01:07:01,32521,1664123,"Cargo SORMOVSKIY-3055",52825.071028014,32521,"arrival"
59.90585,30.07863,"Cargo","SORMOVSKIY-3056",2016-12-15 08:33:05,118,1668153,"Cargo SORMOVSKIY-3056",NA,NA,"departure"
59.9086,30.0646,"Cargo","SORMOVSKIY-3056",2016-12-15 08:31:04,120,1668154,"Cargo SORMOVSKIY-3056",840.804971925142,121,"arrival"
54.6326,19.90259,"Cargo","SORMOVSKIY-3058",2016-12-15 12:33:03,120,1668177,"Cargo SORMOVSKIY-3058",NA,NA,"departure"
54.6664,20.13557,"Cargo","SORMOVSKIY-3058",2016-12-15 12:27:07,356,1668178,"Cargo SORMOVSKIY-3058",15470.0448974959,356,"arrival"
54.70193,20.4587,"Cargo","SORMOVSKIY-3068",2016-12-15 17:43:03,120,1669582,"Cargo SORMOVSKIY-3068",NA,NA,"departure"
54.65437,20.11265,"Cargo","SORMOVSKIY-3068",2016-12-14 02:47:02,140161,1669583,"Cargo SORMOVSKIY-3068",22892.8716333062,140161,"arrival"
59.90385,30.08839,"Cargo","SORMOVSKIY-53",2016-12-19 16:31:04,128,1670147,"Cargo SORMOVSKIY-53",NA,NA,"departure"
59.9087,30.06449,"Cargo","SORMOVSKIY-53",2016-12-19 16:25:04,359,1670148,"Cargo SORMOVSKIY-53",1439.14605203642,360,"arrival"
54.6857,20.2302,"Cargo","SORMOVSKIY 3064",2016-12-16 21:51:03,960,1670211,"Cargo SORMOVSKIY 3064",NA,NA,"departure"
54.68362,20.32903,"Cargo","SORMOVSKIY 3064",2016-12-16 21:49:04,119,1670212,"Cargo SORMOVSKIY 3064",6364.03604340431,119,"arrival"
55.72241,21.09879,"Cargo","SPANACO FIDELITY",2016-12-19 23:23:13,113,1677212,"Cargo SPANACO FIDELITY",NA,NA,"departure"
55.71562,21.11,"Cargo","SPANACO FIDELITY",2016-12-19 23:19:14,239,1677213,"Cargo SPANACO FIDELITY",1032.16263193324,239,"arrival"
54.69692,18.99504,"Cargo","STAR ISFJORD",2016-12-19 12:01:09,113,1696100,"Cargo STAR ISFJORD",NA,NA,"departure"
54.75713,18.99659,"Cargo","STAR ISFJORD",2016-12-19 11:43:02,1087,1696101,"Cargo STAR ISFJORD",6703.28712494404,1087,"arrival"
54.6338,19.936,"Cargo","STEENBANK",2016-12-16 01:45:02,121,1699774,"Cargo STEENBANK",NA,NA,"departure"
54.63259,19.90238,"Cargo","STEENBANK",2016-12-16 01:37:02,480,1699775,"Cargo STEENBANK",2170.411155649,480,"arrival"
54.75467,18.84233,"Cargo","STENA FORERUNNER",2016-12-18 15:13:01,121,1708883,"Cargo STENA FORERUNNER",NA,NA,"departure"
54.676,18.94767,"Cargo","STENA FORERUNNER",2016-12-18 15:11:02,119,1708884,"Cargo STENA FORERUNNER",11071.3965148314,119,"arrival"
57.71863,11.97329,"Cargo","STOCKHOLM",2016-12-20 05:47:07,118,1716121,"Cargo STOCKHOLM",NA,NA,"departure"
57.71867,11.97328,"Cargo","STOCKHOLM",2016-12-20 05:45:07,118,1716122,"Cargo STOCKHOLM",4.49229504334805,120,"arrival"
59.90365,30.0899,"Cargo","STORTEBEKER",2016-12-17 03:51:04,120,1731400,"Cargo STORTEBEKER",NA,NA,"departure"
59.90795,30.06853,"Cargo","STORTEBEKER",2016-12-17 03:49:04,119,1731401,"Cargo STORTEBEKER",1285.29462339388,120,"arrival"
55.72252,20.90764,"Cargo","STRANDJA",2016-12-19 03:47:06,120,1732288,"Cargo STRANDJA",NA,NA,"departure"
55.72063,20.89128,"Cargo","STRANDJA",2016-12-19 03:45:06,120,1732289,"Cargo STRANDJA",1047.07514539934,120,"arrival"
54.64101,20.02567,"Cargo","STRATEGIC ENCOUNTER",2016-12-16 09:47:02,121,1738057,"Cargo STRATEGIC ENCOUNTER",NA,NA,"departure"
54.63309,19.89434,"Cargo","STRATEGIC ENCOUNTER",2016-12-16 09:45:03,119,1738058,"Cargo STRATEGIC ENCOUNTER",8506.95342528543,119,"arrival"
59.89033,30.22363,"Cargo","SUEDEROOG",2016-12-14 10:09:04,120,1742735,"Cargo SUEDEROOG",NA,NA,"departure"
59.87295,30.20375,"Cargo","SUEDEROOG",2016-12-14 02:29:04,27599,1742736,"Cargo SUEDEROOG",2230.77114703091,27600,"arrival"
54.63951,20.01301,"Cargo","SVYATITEL ALEKSIY",2016-12-15 12:13:02,121,1795751,"Cargo SVYATITEL ALEKSIY",NA,NA,"departure"
54.64499,20.05175,"Cargo","SVYATITEL ALEKSIY",2016-12-15 12:11:03,119,1795752,"Cargo SVYATITEL ALEKSIY",2569.04507919772,119,"arrival"
57.60037,11.79307,"Cargo","SYLVEIA",2016-12-15 13:31:06,119,1804028,"Cargo SYLVEIA",NA,NA,"departure"
57.60033,11.79304,"Cargo","SYLVEIA",2016-12-15 13:29:06,120,1804029,"Cargo SYLVEIA",4.79888285643927,120,"arrival"
54.36997,18.66461,"Cargo","TANAIS",2016-12-16 14:23:01,121,1823745,"Cargo TANAIS",NA,NA,"departure"
54.38043,18.66072,"Cargo","TANAIS",2016-12-16 14:19:01,240,1823746,"Cargo TANAIS",1191.40759761632,240,"arrival"
57.96387,11.71894,"Cargo","TASMAN",2016-12-16 15:51:05,120,1829775,"Cargo TASMAN",NA,NA,"departure"
57.98169,11.74611,"Cargo","TASMAN",2016-12-16 15:43:05,480,1829776,"Cargo TASMAN",2551.05652569267,480,"arrival"
57.61285,11.80496,"Cargo","TENDER1",2016-12-14 10:09:08,118,1846007,"Cargo TENDER1",NA,NA,"departure"
57.64594,11.85902,"Cargo","TENDER1",2016-12-14 02:23:08,27957,1846008,"Cargo TENDER1",4893.83934507296,27960,"arrival"
59.90586,30.07837,"Cargo","TERSCHELLING",2016-12-16 05:57:04,119,1849976,"Cargo TERSCHELLING",NA,NA,"departure"
59.91047,30.05565,"Cargo","TERSCHELLING",2016-12-16 05:55:05,118,1849977,"Cargo TERSCHELLING",1368.00235265887,119,"arrival"
54.52118,18.77537,"Cargo","THEA MARIEKE",2016-12-16 20:29:07,114,1853300,"Cargo THEA MARIEKE",NA,NA,"departure"
54.53445,18.79455,"Cargo","THEA MARIEKE",2016-12-16 20:27:06,116,1853301,"Cargo THEA MARIEKE",1928.03460627701,121,"arrival"
55.72865,21.05033,"Cargo","THOR INTEGRITY",2016-12-19 22:25:06,120,1853402,"Cargo THOR INTEGRITY",NA,NA,"departure"
55.7284,21.0655,"Cargo","THOR INTEGRITY",2016-12-19 22:23:13,113,1853403,"Cargo THOR INTEGRITY",951.348327096487,113,"arrival"
57.65178,11.71843,"Cargo","THULELAND",2016-12-14 13:33:06,119,1857797,"Cargo THULELAND",NA,NA,"departure"
57.65663,11.74896,"Cargo","THULELAND",2016-12-14 13:31:05,121,1857798,"Cargo THULELAND",1896.79739860662,121,"arrival"
54.56498,18.859,"Cargo","THURKUS",2016-12-16 12:57:02,120,1865754,"Cargo THURKUS",NA,NA,"departure"
54.54402,18.82845,"Cargo","THURKUS",2016-12-16 12:55:01,121,1865755,"Cargo THURKUS",3055.12061257243,121,"arrival"
55.71618,20.80508,"Cargo","TIDAN",2016-12-17 04:33:06,120,1866941,"Cargo TIDAN",NA,NA,"departure"
57.60259,11.65599,"Cargo","TIDAN",2016-12-15 10:11:05,152521,1866942,"Cargo TIDAN",597284.135666156,152521,"arrival"
54.56521,18.86041,"Cargo","TINA",2016-12-13 15:51:01,121,1871656,"Cargo TINA",NA,NA,"departure"
54.55447,18.84484,"Cargo","TINA",2016-12-13 15:49:01,120,1871657,"Cargo TINA",1561.87959913145,120,"arrival"
54.78199,18.99543,"Cargo","TOLLUND",2016-12-17 19:17:01,120,1879922,"Cargo TOLLUND",NA,NA,"departure"
54.66673,19.819,"Cargo","TOLLUND",2016-12-17 16:23:02,10439,1879923,"Cargo TOLLUND",54477.9541958991,10439,"arrival"
57.60091,11.68952,"Cargo","TRADER BULK",2016-12-19 03:31:05,120,1894580,"Cargo TRADER BULK",NA,NA,"departure"
57.60003,11.65679,"Cargo","TRADER BULK",2016-12-19 03:19:05,720,1894581,"Cargo TRADER BULK",1954.70889975683,720,"arrival"
59.92068,30.0053,"Cargo","TRANSOSPREY",2016-12-18 14:43:03,120,1900290,"Cargo TRANSOSPREY",NA,NA,"departure"
54.72713,18.99946,"Cargo","TRANSOSPREY",2016-12-16 22:13:02,145801,1900291,"Cargo TRANSOSPREY",876546.780157695,145801,"arrival"
55.68792,21.13279,"Cargo","TRAVEBERG",2016-12-16 15:53:06,120,1902573,"Cargo TRAVEBERG",NA,NA,"departure"
55.6643,21.14626,"Cargo","TRAVEBERG",2016-12-16 15:43:06,600,1902574,"Cargo TRAVEBERG",2761.96535218847,600,"arrival"
59.89521,30.1315,"Cargo","TRICA",2016-12-20 09:31:04,119,1904860,"Cargo TRICA",NA,NA,"departure"
59.88806,30.2011,"Cargo","TRICA",2016-12-20 09:11:04,1200,1904861,"Cargo TRICA",3967.26398472632,1200,"arrival"
55.74756,20.84578,"Cargo","TRUE LOVE",2016-12-15 13:27:06,121,1910877,"Cargo TRUE LOVE",NA,NA,"departure"
55.74601,20.86242,"Cargo","TRUE LOVE",2016-12-15 13:25:07,119,1910878,"Cargo TRUE LOVE",1056.78241383851,119,"arrival"
54.69624,20.43857,"Cargo","UFA",2016-12-15 09:33:04,119,1918825,"Cargo UFA",NA,NA,"departure"
54.64828,20.07527,"Cargo","UFA",2016-12-14 02:47:02,110762,1918826,"Cargo UFA",23987.559512021,110762,"arrival"
55.73171,20.97099,"Cargo","USOLIE",2016-12-14 10:09:06,121,1929278,"Cargo USOLIE",NA,NA,"departure"
55.69459,21.13291,"Cargo","USOLIE",2016-12-14 02:29:06,27600,1929279,"Cargo USOLIE",10962.6494918173,27600,"arrival"
59.89277,30.14283,"Cargo","VALENCIA EXPRESS",2016-12-19 14:27:04,119,1934154,"Cargo VALENCIA EXPRESS",NA,NA,"departure"
