COUNTRY,GDP (BILLIONS),CODE,YEAR,ENERGY,CONTINENT
Thailand,373.8,THA,2013,160.62,Asia
Thailand,373.8,THA,2014,162.94,Asia
Thailand,373.8,THA,2015,166.73,Asia
Thailand,373.8,THA,2016,177.76,Asia
Thailand,373.8,THA,2017,181.8,Asia
Thailand,373.8,THA,2018,182.1,Asia
Thailand,373.8,THA,2019,190.61,Asia
Thailand,373.8,THA,2020,179.25,Asia
Thailand,373.8,THA,2021,186.88,Asia
Trinidad and Tobago,29.63,TTO,1985,3.023,Americas
Trinidad and Tobago,29.63,TTO,1986,3.291,Americas
Trinidad and Tobago,29.63,TTO,1987,3.481,Americas
Trinidad and Tobago,29.63,TTO,1988,3.485,Americas
Trinidad and Tobago,29.63,TTO,1989,3.428,Americas
Trinidad and Tobago,29.63,TTO,1990,3.577,Americas
Trinidad and Tobago,29.63,TTO,1991,3.72,Americas
Trinidad and Tobago,29.63,TTO,1992,3.976,Americas
Trinidad and Tobago,29.63,TTO,1993,3.817,Americas
Trinidad and Tobago,29.63,TTO,1994,4.069,Americas
Trinidad and Tobago,29.63,TTO,1995,4.307,Americas
Trinidad and Tobago,29.63,TTO,1996,4.541,Americas
Trinidad and Tobago,29.63,TTO,1997,4.988,Americas
Trinidad and Tobago,29.63,TTO,1998,5.169,Americas
Trinidad and Tobago,29.63,TTO,1999,5.247,Americas
Trinidad and Tobago,29.63,TTO,2000,5.13,Americas
Trinidad and Tobago,29.63,TTO,2001,5.31,Americas
Trinidad and Tobago,29.63,TTO,2002,5.31,Americas
Trinidad and Tobago,29.63,TTO,2003,6.06,Americas
Trinidad and Tobago,29.63,TTO,2004,6.05,Americas
Trinidad and Tobago,29.63,TTO,2005,6.63,Americas
Trinidad and Tobago,29.63,TTO,2006,6.74,Americas
Trinidad and Tobago,29.63,TTO,2007,7.22,Americas
Trinidad and Tobago,29.63,TTO,2008,7.26,Americas
Trinidad and Tobago,29.63,TTO,2009,7.37,Americas
Trinidad and Tobago,29.63,TTO,2010,7.97,Americas
Trinidad and Tobago,29.63,TTO,2011,8.24,Americas
Trinidad and Tobago,29.63,TTO,2012,8.58,Americas
Trinidad and Tobago,29.63,TTO,2013,8.93,Americas
Trinidad and Tobago,29.63,TTO,2014,8.86,Americas
Trinidad and Tobago,29.63,TTO,2015,9,Americas
Trinidad and Tobago,29.63,TTO,2016,8.86,Americas
Trinidad and Tobago,29.63,TTO,2017,8.77,Americas
Trinidad and Tobago,29.63,TTO,2018,8.68,Americas
Trinidad and Tobago,29.63,TTO,2019,8.64,Americas
Trinidad and Tobago,29.63,TTO,2020,8.21,Americas
Trinidad and Tobago,29.63,TTO,2021,8.73,Americas
Tunisia,49.12,TUN,2000,9.96,Africa
Tunisia,49.12,TUN,2001,10.71,Africa
Tunisia,49.12,TUN,2002,11.13,Africa
Tunisia,49.12,TUN,2003,11.67,Africa
Tunisia,49.12,TUN,2004,12.29,Africa
Tunisia,49.12,TUN,2005,12.97,Africa
Tunisia,49.12,TUN,2006,13.28,Africa
Tunisia,49.12,TUN,2007,12.92,Africa
Tunisia,49.12,TUN,2008,13.51,Africa
Tunisia,49.12,TUN,2009,14.35,Africa
Tunisia,49.12,TUN,2010,14.95,Africa
Tunisia,49.12,TUN,2011,15.33,Africa
Tunisia,49.12,TUN,2012,16.8,Africa
Tunisia,49.12,TUN,2013,17.08,Africa
Tunisia,49.12,TUN,2014,17.86,Africa
Tunisia,49.12,TUN,2015,18.35,Africa
Tunisia,49.12,TUN,2016,18.49,Africa
Tunisia,49.12,TUN,2017,19.17,Africa
Tunisia,49.12,TUN,2018,19.52,Africa
Tunisia,49.12,TUN,2019,20.55,Africa
Tunisia,49.12,TUN,2020,19.58,Africa
Tunisia,49.12,TUN,2021,20.93,Africa
Turkey,813.3,TUR,1985,34.2189,Asia
Turkey,813.3,TUR,1986,39.6948,Asia
Turkey,813.3,TUR,1987,44.3529,Asia
Turkey,813.3,TUR,1988,48.0488,Asia
Turkey,813.3,TUR,1989,52.0432,Asia
Turkey,813.3,TUR,1990,57.54,Asia
Turkey,813.3,TUR,1991,60.24,Asia
Turkey,813.3,TUR,1992,67.35,Asia
Turkey,813.3,TUR,1993,73.81,Asia
Turkey,813.3,TUR,1994,78.33,Asia
Turkey,813.3,TUR,1995,86.25,Asia
Turkey,813.3,TUR,1996,94.86,Asia
Turkey,813.3,TUR,1997,103.3,Asia
Turkey,813.3,TUR,1998,111.03,Asia
Turkey,813.3,TUR,1999,116.44,Asia
Turkey,813.3,TUR,2000,124.33,Asia
Turkey,813.3,TUR,2001,122.19,Asia
Turkey,813.3,TUR,2002,128.42,Asia
Turkey,813.3,TUR,2003,139.52,Asia
Turkey,813.3,TUR,2004,149.74,Asia
Turkey,813.3,TUR,2005,161.55,Asia
Turkey,813.3,TUR,2006,176.17,Asia
Turkey,813.3,TUR,2007,191.41,Asia
Turkey,813.3,TUR,2008,198.31,Asia
Turkey,813.3,TUR,2009,194.73,Asia
Turkey,813.3,TUR,2010,211.06,Asia
Turkey,813.3,TUR,2011,229.28,Asia
Turkey,813.3,TUR,2012,239.38,Asia
Turkey,813.3,TUR,2013,239.87,Asia
Turkey,813.3,TUR,2014,251.62,Asia
Turkey,813.3,TUR,2015,261.29,Asia
Turkey,813.3,TUR,2016,273.69,Asia
Turkey,813.3,TUR,2017,296.43,Asia
Turkey,813.3,TUR,2018,303.86,Asia
Turkey,813.3,TUR,2019,302.79,Asia
Turkey,813.3,TUR,2020,304.63,Asia
Turkey,813.3,TUR,2021,330.49,Asia
Turkmenistan,43.5,TKM,1985,10.987,Asia
Turkmenistan,43.5,TKM,1986,12.396,Asia
Turkmenistan,43.5,TKM,1987,13.267,Asia
Turkmenistan,43.5,TKM,1988,12.891,Asia
Turkmenistan,43.5,TKM,1989,14.508,Asia
Turkmenistan,43.5,TKM,1990,14.61,Asia
Turkmenistan,43.5,TKM,1991,14.9535,Asia
Turkmenistan,43.5,TKM,1992,13.1828,Asia
Turkmenistan,43.5,TKM,1993,12.6368,Asia
Turkmenistan,43.5,TKM,1994,10.52,Asia
Turkmenistan,43.5,TKM,1995,9.905,Asia
Turkmenistan,43.5,TKM,1996,10.13,Asia
Turkmenistan,43.5,TKM,1997,9.498,Asia
Turkmenistan,43.5,TKM,1998,9.416,Asia
Turkmenistan,43.5,TKM,1999,8.86,Asia
Turkmenistan,43.5,TKM,2000,9.25,Asia
Turkmenistan,43.5,TKM,2001,9.97,Asia
Turkmenistan,43.5,TKM,2002,10.05,Asia
Turkmenistan,43.5,TKM,2003,10.15,Asia
Turkmenistan,43.5,TKM,2004,11.2,Asia
Turkmenistan,43.5,TKM,2005,12.05,Asia
Turkmenistan,43.5,TKM,2006,12.83,Asia
Turkmenistan,43.5,TKM,2007,13.98,Asia
Turkmenistan,43.5,TKM,2008,14.13,Asia
Turkmenistan,43.5,TKM,2009,15.03,Asia
Turkmenistan,43.5,TKM,2010,15.66,Asia
Turkmenistan,43.5,TKM,2011,16.19,Asia
Turkmenistan,43.5,TKM,2012,16.69,Asia
Turkmenistan,43.5,TKM,2013,17.73,Asia
Turkmenistan,43.5,TKM,2014,19.18,Asia
Turkmenistan,43.5,TKM,2015,21.18,Asia
Turkmenistan,43.5,TKM,2016,21.18,Asia
Turkmenistan,43.5,TKM,2017,21.18,Asia
Turkmenistan,43.5,TKM,2018,21.18,Asia
Turkmenistan,43.5,TKM,2019,21.18,Asia
Turkmenistan,43.5,TKM,2020,20.12,Asia
Turkmenistan,43.5,TKM,2021,21.4,Asia
Ukraine,134.9,UKR,1985,272,Europe
Ukraine,134.9,UKR,1986,272.7,Europe
Ukraine,134.9,UKR,1987,281.5,Europe
Ukraine,134.9,UKR,1988,297.2,Europe
Ukraine,134.9,UKR,1989,295.3,Europe
Ukraine,134.9,UKR,1990,298.62,Europe
Ukraine,134.9,UKR,1991,278.47,Europe
Ukraine,134.9,UKR,1992,252.32,Europe
Ukraine,134.9,UKR,1993,229.71,Europe
Ukraine,134.9,UKR,1994,202.73,Europe
Ukraine,134.9,UKR,1995,193.82,Europe
Ukraine,134.9,UKR,1996,182.8,Europe
Ukraine,134.9,UKR,1997,177.82,Europe
Ukraine,134.9,UKR,1998,172.65,Europe
Ukraine,134.9,UKR,1999,171.94,Europe
Ukraine,134.9,UKR,2000,171.27,Europe
Ukraine,134.9,UKR,2001,172.81,Europe
Ukraine,134.9,UKR,2002,173.57,Europe
Ukraine,134.9,UKR,2003,180.2,Europe
Ukraine,134.9,UKR,2004,182.02,Europe
Ukraine,134.9,UKR,2005,185.91,Europe
Ukraine,134.9,UKR,2006,193.23,Europe
Ukraine,134.9,UKR,2007,196.14,Europe
Ukraine,134.9,UKR,2008,192.58,Europe
Ukraine,134.9,UKR,2009,173.62,Europe
Ukraine,134.9,UKR,2010,188.82,Europe
Ukraine,134.9,UKR,2011,194.95,Europe
Ukraine,134.9,UKR,2012,198.36,Europe
Ukraine,134.9,UKR,2013,193.71,Europe
Ukraine,134.9,UKR,2014,181.98,Europe
Ukraine,134.9,UKR,2015,161.64,Europe
Ukraine,134.9,UKR,2016,162.86,Europe
Ukraine,134.9,UKR,2017,154.42,Europe
Ukraine,134.9,UKR,2018,158.23,Europe
Ukraine,134.9,UKR,2019,152.66,Europe
Ukraine,134.9,UKR,2020,148.26,Europe
Ukraine,134.9,UKR,2021,155.61,Europe
United Arab Emirates,416.4,ARE,1985,12.185,Asia
United Arab Emirates,416.4,ARE,1986,12.815,Asia
United Arab Emirates,416.4,ARE,1987,13.658,Asia
United Arab Emirates,416.4,ARE,1988,14.84,Asia
United Arab Emirates,416.4,ARE,1989,15.612,Asia
United Arab Emirates,416.4,ARE,1990,17.081,Asia
United Arab Emirates,416.4,ARE,1991,17.222,Asia
United Arab Emirates,416.4,ARE,1992,18.689,Asia
United Arab Emirates,416.4,ARE,1993,21.73,Asia
United Arab Emirates,416.4,ARE,1994,23.736,Asia
United Arab Emirates,416.4,ARE,1995,24.982,Asia
United Arab Emirates,416.4,ARE,1996,26.572,Asia
United Arab Emirates,416.4,ARE,1997,28.464,Asia
United Arab Emirates,416.4,ARE,1998,33.392,Asia
United Arab Emirates,416.4,ARE,1999,37.126,Asia
United Arab Emirates,416.4,ARE,2000,37.54,Asia
United Arab Emirates,416.4,ARE,2001,40.58,Asia
United Arab Emirates,416.4,ARE,2002,44.04,Asia
United Arab Emirates,416.4,ARE,2003,46.48,Asia
United Arab Emirates,416.4,ARE,2004,49.27,Asia
United Arab Emirates,416.4,ARE,2005,57.05,Asia
United Arab Emirates,416.4,ARE,2006,62.76,Asia
United Arab Emirates,416.4,ARE,2007,74.03,Asia
United Arab Emirates,416.4,ARE,2008,77.06,Asia
United Arab Emirates,416.4,ARE,2009,82.91,Asia
United Arab Emirates,416.4,ARE,2010,88.33,Asia
United Arab Emirates,416.4,ARE,2011,93.22,Asia
United Arab Emirates,416.4,ARE,2012,99.85,Asia
United Arab Emirates,416.4,ARE,2013,103.41,Asia
United Arab Emirates,416.4,ARE,2014,109.57,Asia
United Arab Emirates,416.4,ARE,2015,119.76,Asia
United Arab Emirates,416.4,ARE,2016,121.85,Asia
United Arab Emirates,416.4,ARE,2017,126.54,Asia
United Arab Emirates,416.4,ARE,2018,127.93,Asia
United Arab Emirates,416.4,ARE,2019,129.65,Asia
United Arab Emirates,416.4,ARE,2020,126.55,Asia
United Arab Emirates,416.4,ARE,2021,135.63,Asia
United Kingdom,2848,GBR,1985,298.089,Europe
United Kingdom,2848,GBR,1986,301.071,Europe
United Kingdom,2848,GBR,1987,302.112,Europe
United Kingdom,2848,GBR,1988,308.825,Europe
United Kingdom,2848,GBR,1989,314.585,Europe
United Kingdom,2848,GBR,1990,317.76,Europe
United Kingdom,2848,GBR,1991,321.34,Europe
United Kingdom,2848,GBR,1992,319.34,Europe
United Kingdom,2848,GBR,1993,321.67,Europe
United Kingdom,2848,GBR,1994,325.02,Europe
United Kingdom,2848,GBR,1995,332.48,Europe
United Kingdom,2848,GBR,1996,349.32,Europe
United Kingdom,2848,GBR,1997,349.19,Europe
United Kingdom,2848,GBR,1998,361.08,Europe
United Kingdom,2848,GBR,1999,365.25,Europe
United Kingdom,2848,GBR,2000,374.38,Europe
United Kingdom,2848,GBR,2001,382.37,Europe
United Kingdom,2848,GBR,2002,384.6,Europe
United Kingdom,2848,GBR,2003,395.46,Europe
United Kingdom,2848,GBR,2004,391.29,Europe
United Kingdom,2848,GBR,2005,395.42,Europe
United Kingdom,2848,GBR,2006,393.44,Europe
United Kingdom,2848,GBR,2007,392.98,Europe
United Kingdom,2848,GBR,2008,384.84,Europe
United Kingdom,2848,GBR,2009,373.08,Europe
United Kingdom,2848,GBR,2010,378.91,Europe
United Kingdom,2848,GBR,2011,365.06,Europe
United Kingdom,2848,GBR,2012,360.89,Europe
United Kingdom,2848,GBR,2013,355.38,Europe
United Kingdom,2848,GBR,2014,335.21,Europe
United Kingdom,2848,GBR,2015,335.34,Europe
United Kingdom,2848,GBR,2016,336.28,Europe
United Kingdom,2848,GBR,2017,335.1,Europe
United Kingdom,2848,GBR,2018,330.5,Europe
United Kingdom,2848,GBR,2019,321.65,Europe
United Kingdom,2848,GBR,2020,307.46,Europe
United Kingdom,2848,GBR,2021,305.5,Europe
United States,17420,USA,1985,2657.1501,Americas
United States,17420,USA,1986,2676.113,Americas
United States,17420,USA,1987,2772.2053,Americas
United States,17420,USA,1988,2914.4458,Americas
United States,17420,USA,1989,3155.4497,Americas
United States,17420,USA,1990,3232.7795,Americas
United States,17420,USA,1991,3270.7244,Americas
United States,17420,USA,1992,3284.39,Americas
United States,17420,USA,1993,3404.678,Americas
United States,17420,USA,1994,3458.5261,Americas
United States,17420,USA,1995,3567.3313,Americas
United States,17420,USA,1996,3663.3862,Americas
United States,17420,USA,1997,3716.3774,Americas
United States,17420,USA,1998,3855.8083,Americas
United States,17420,USA,1999,3936.0977,Americas
United States,17420,USA,2000,3802.1,Americas
United States,17420,USA,2001,3726.42,Americas
United States,17420,USA,2002,3842.58,Americas
United States,17420,USA,2003,3866.51,Americas
United States,17420,USA,2004,3949.81,Americas
United States,17420,USA,2005,4033.03,Americas
United States,17420,USA,2006,4045,Americas
United States,17420,USA,2007,4140.51,Americas
United States,17420,USA,2008,4105.05,Americas
United States,17420,USA,2009,3937.36,Americas
United States,17420,USA,2010,4111.33,Americas
United States,17420,USA,2011,4086.05,Americas
United States,17420,USA,2012,4037.97,Americas
United States,17420,USA,2013,4052.62,Americas
United States,17420,USA,2014,4092.85,Americas
United States,17420,USA,2015,4081.98,Americas
United States,17420,USA,2016,4085.19,Americas
United States,17420,USA,2017,4050.46,Americas
United States,17420,USA,2018,4201.54,Americas
United States,17420,USA,2019,4158.7,Americas
United States,17420,USA,2020,4043.61,Americas
United States,17420,USA,2021,4149.95,Americas
Uruguay,55.6,URY,2000,7.49,Americas
Uruguay,55.6,URY,2001,9.16,Americas
Uruguay,55.6,URY,2002,9.51,Americas
Uruguay,55.6,URY,2003,8.53,Americas
Uruguay,55.6,URY,2004,5.78,Americas
Uruguay,55.6,URY,2005,7.56,Americas
Uruguay,55.6,URY,2006,5.47,Americas
Uruguay,55.6,URY,2007,9.28,Americas
Uruguay,55.6,URY,2008,8.5,Americas
Uruguay,55.6,URY,2009,8.79,Americas
Uruguay,55.6,URY,2010,11.04,Americas
Uruguay,55.6,URY,2011,10.37,Americas
Uruguay,55.6,URY,2012,10.62,Americas
Uruguay,55.6,URY,2013,11.46,Americas
Uruguay,55.6,URY,2014,12.85,Americas
Uruguay,55.6,URY,2015,13.6,Americas
Uruguay,55.6,URY,2016,13.76,Americas
Uruguay,55.6,URY,2017,14.25,Americas
Uruguay,55.6,URY,2018,14.51,Americas
Uruguay,55.6,URY,2019,16.04,Americas
Uruguay,55.6,URY,2020,13.55,Americas
Uruguay,55.6,URY,2021,15.82,Americas
Uzbekistan,63.08,UZB,1985,47.939,Asia
Uzbekistan,63.08,UZB,1986,52.171,Asia
Uzbekistan,63.08,UZB,1987,54.755,Asia
Uzbekistan,63.08,UZB,1988,50.59,Asia
Uzbekistan,63.08,UZB,1989,55.874,Asia
Uzbekistan,63.08,UZB,1990,56.325,Asia
Uzbekistan,63.08,UZB,1991,54.165,Asia
Uzbekistan,63.08,UZB,1992,50.911,Asia
Uzbekistan,63.08,UZB,1993,49.149,Asia
Uzbekistan,63.08,UZB,1994,47.8,Asia
Uzbekistan,63.08,UZB,1995,47.453,Asia
Uzbekistan,63.08,UZB,1996,45.419,Asia
Uzbekistan,63.08,UZB,1997,46.054,Asia
Uzbekistan,63.08,UZB,1998,45.9,Asia
Uzbekistan,63.08,UZB,1999,45.372,Asia
Uzbekistan,63.08,UZB,2000,44.33,Asia
Uzbekistan,63.08,UZB,2001,44.95,Asia
Uzbekistan,63.08,UZB,2002,46.67,Asia
Uzbekistan,63.08,UZB,2003,46.81,Asia
Uzbekistan,63.08,UZB,2004,47.4,Asia
Uzbekistan,63.08,UZB,2005,46.97,Asia
Uzbekistan,63.08,UZB,2006,43.9,Asia
Uzbekistan,63.08,UZB,2007,44.61,Asia
Uzbekistan,63.08,UZB,2008,40.2,Asia
Uzbekistan,63.08,UZB,2009,44.6,Asia
Uzbekistan,63.08,UZB,2010,49.27,Asia
Uzbekistan,63.08,UZB,2011,49.93,Asia
Uzbekistan,63.08,UZB,2012,50.15,Asia
Uzbekistan,63.08,UZB,2013,51.62,Asia
Uzbekistan,63.08,UZB,2014,52.71,Asia
Uzbekistan,63.08,UZB,2015,54.55,Asia
Uzbekistan,63.08,UZB,2016,56,Asia
Uzbekistan,63.08,UZB,2017,58.06,Asia
Uzbekistan,63.08,UZB,2018,59.43,Asia
Uzbekistan,63.08,UZB,2019,60.11,Asia
Uzbekistan,63.08,UZB,2020,55.95,Asia
Uzbekistan,63.08,UZB,2021,59.21,Asia
Venezuela,209.2,VEN,1985,47.29,Americas
Venezuela,209.2,VEN,1986,50.112,Americas
Venezuela,209.2,VEN,1987,54.132,Americas
Venezuela,209.2,VEN,1988,58.245,Americas
Venezuela,209.2,VEN,1989,57.62,Americas
Venezuela,209.2,VEN,1990,59.321,Americas
Venezuela,209.2,VEN,1991,63.337,Americas
Venezuela,209.2,VEN,1992,67.44,Americas
Venezuela,209.2,VEN,1993,69.382,Americas
Venezuela,209.2,VEN,1994,71.221,Americas
Venezuela,209.2,VEN,1995,73.446,Americas
Venezuela,209.2,VEN,1996,75.588,Americas
Venezuela,209.2,VEN,1997,78.066,Americas
Venezuela,209.2,VEN,1998,80.904,Americas
Venezuela,209.2,VEN,1999,80.585,Americas
Venezuela,209.2,VEN,2000,83.24,Americas
Venezuela,209.2,VEN,2001,87.74,Americas
Venezuela,209.2,VEN,2002,86.65,Americas
Venezuela,209.2,VEN,2003,89.27,Americas
Venezuela,209.2,VEN,2004,96.21,Americas
Venezuela,209.2,VEN,2005,101.39,Americas
Venezuela,209.2,VEN,2006,107.9,Americas
Venezuela,209.2,VEN,2007,111.84,Americas
Venezuela,209.2,VEN,2008,116.48,Americas
Venezuela,209.2,VEN,2009,116.7,Americas
Venezuela,209.2,VEN,2010,110.78,Americas
Venezuela,209.2,VEN,2011,115.06,Americas
Venezuela,209.2,VEN,2012,118.51,Americas
Venezuela,209.2,VEN,2013,120.04,Americas
Venezuela,209.2,VEN,2014,100.35,Americas
Venezuela,209.2,VEN,2015,119.2,Americas
Venezuela,209.2,VEN,2016,104.68,Americas
Venezuela,209.2,VEN,2017,101.21,Americas
Venezuela,209.2,VEN,2018,97.27,Americas
Venezuela,209.2,VEN,2019,83.05,Americas
Venezuela,209.2,VEN,2020,94.23,Americas
Venezuela,209.2,VEN,2021,94.75,Americas
Vietnam,187.8,VNM,1985,5.069,Asia
Vietnam,187.8,VNM,1986,5.527,Asia
Vietnam,187.8,VNM,1987,6.051,Asia
Vietnam,187.8,VNM,1988,6.785,Asia
Vietnam,187.8,VNM,1989,7.784,Asia
Vietnam,187.8,VNM,1990,8.681,Asia
Vietnam,187.8,VNM,1991,9.21,Asia
Vietnam,187.8,VNM,1992,9.705,Asia
Vietnam,187.8,VNM,1993,10.662,Asia
Vietnam,187.8,VNM,1994,12.288,Asia
Vietnam,187.8,VNM,1995,14.648,Asia
Vietnam,187.8,VNM,1996,16.944,Asia
Vietnam,187.8,VNM,1997,19.132,Asia
Vietnam,187.8,VNM,1998,21.688,Asia
Vietnam,187.8,VNM,1999,23.559,Asia
Vietnam,187.8,VNM,2000,25.69,Asia
Vietnam,187.8,VNM,2001,29.68,Asia
Vietnam,187.8,VNM,2002,34.56,Asia
Vietnam,187.8,VNM,2003,39.42,Asia
Vietnam,187.8,VNM,2004,44.15,Asia
Vietnam,187.8,VNM,2005,51.35,Asia
Vietnam,187.8,VNM,2006,57.95,Asia
Vietnam,187.8,VNM,2007,63.63,Asia
Vietnam,187.8,VNM,2008,70.29,Asia
Vietnam,187.8,VNM,2009,79.94,Asia
Vietnam,187.8,VNM,2010,90.87,Asia
Vietnam,187.8,VNM,2011,100.19,Asia
Vietnam,187.8,VNM,2012,113.52,Asia
Vietnam,187.8,VNM,2013,116.32,Asia
Vietnam,187.8,VNM,2014,133.46,Asia
Vietnam,187.8,VNM,2015,156.7,Asia
Vietnam,187.8,VNM,2016,173.58,Asia
Vietnam,187.8,VNM,2017,189.51,Asia
Vietnam,187.8,VNM,2018,209.52,Asia
Vietnam,187.8,VNM,2019,227.15,Asia
Vietnam,187.8,VNM,2020,231.04,Asia
Vietnam,187.8,VNM,2021,243.78,Asia
Zambia,25.61,ZMB,2000,7.76,Africa
Zambia,25.61,ZMB,2001,7.9,Africa
Zambia,25.61,ZMB,2002,8.11,Africa
Zambia,25.61,ZMB,2003,8.26,Africa
Zambia,25.61,ZMB,2004,8.46,Africa
Zambia,25.61,ZMB,2005,8.88,Africa
Zambia,25.61,ZMB,2006,9.66,Africa
Zambia,25.61,ZMB,2007,9.6,Africa
Zambia,25.61,ZMB,2008,9.49,Africa
Zambia,25.61,ZMB,2009,9.86,Africa
Zambia,25.61,ZMB,2010,10.41,Africa
Zambia,25.61,ZMB,2011,11.45,Africa
Zambia,25.61,ZMB,2012,12.31,Africa
Zambia,25.61,ZMB,2013,13.23,Africa
Zambia,25.61,ZMB,2014,14.35,Africa
Zambia,25.61,ZMB,2015,13.37,Africa
Zambia,25.61,ZMB,2016,11.61,Africa
Zambia,25.61,ZMB,2017,14.44,Africa
Zambia,25.61,ZMB,2018,16.13,Africa
Zambia,25.61,ZMB,2019,14.67,Africa
Zambia,25.61,ZMB,2020,15.1,Africa
Zambia,25.61,ZMB,2021,17.71,Africa
Zimbabwe,13.74,ZWE,2000,6.74,Africa
Zimbabwe,13.74,ZWE,2001,7.58,Africa
Zimbabwe,13.74,ZWE,2002,8.26,Africa
Zimbabwe,13.74,ZWE,2003,8.54,Africa
Zimbabwe,13.74,ZWE,2004,9.41,Africa
Zimbabwe,13.74,ZWE,2005,9.04,Africa
Zimbabwe,13.74,ZWE,2006,7.68,Africa
Zimbabwe,13.74,ZWE,2007,7.35,Africa
Zimbabwe,13.74,ZWE,2008,7.39,Africa
Zimbabwe,13.74,ZWE,2009,7.11,Africa
Zimbabwe,13.74,ZWE,2010,8.44,Africa
Zimbabwe,13.74,ZWE,2011,8.94,Africa
Zimbabwe,13.74,ZWE,2012,8.93,Africa
Zimbabwe,13.74,ZWE,2013,9.26,Africa
Zimbabwe,13.74,ZWE,2014,9.71,Africa
Zimbabwe,13.74,ZWE,2015,9.39,Africa
Zimbabwe,13.74,ZWE,2016,6.82,Africa
Zimbabwe,13.74,ZWE,2017,7.35,Africa
Zimbabwe,13.74,ZWE,2018,9.19,Africa
Zimbabwe,13.74,ZWE,2019,8.24,Africa
Zimbabwe,13.74,ZWE,2020,7.6,Africa
Zimbabwe,13.74,ZWE,2021,8.04,Africa
